Comune,Provincia,Categoria,Classificazione,Denominazione,CAP,Indirizzo,Gestore,Città,Località,Telefono,FAX,Cellulare,Indirizzo internet,Indirizzo di posta elettronica,Codice ISTAT,Numero struttura,Longitudine,Latitudine,,,,,
Macerata,MACERATA,ALBERGHI,Alberghi 3 stelle,HOTEL LAURI,62100,via Tommaso Lauri 6,BRIGITTE THEILEN,MACERATA,MACERATA,0733 232376,733231767,,www.hotellauri.it,info@hotellauri.it,43023,16435,,,,,,,
Macerata,MACERATA,ALBERGHI,Alberghi 1 stella,KRISTAL,62100,via cluentina 49,SANDRO PIERUCCI,MACERATA,MACERATA,0733 292178,,,,,43023,11854,13.4929,43.2749,,,,,
Macerata,MACERATA,OSTELLI PER LA GIOVENTU’,Ostelli,LA CARAVELLA Residenza Universitaria,62100,via dei velini 221,LORENZO STAFFOLANI,MACERATA,MACERATA,0733 202933,0733 203817,,www.ilfarosociale.it,faro.coop@mercurio.it,43023,14240,13.4357,43.3106,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,LA CASA DELLE FAVOLE di SHEILA CONTI,62100,via Lattanzio Ventura 141,SHEILA CONTI,MACERATA,MACERATA,73331719,,3401844115,http:,,sheila.beepworld.it,ernestina61@hotmail.it,43023,15380,13.5112,43299,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,LA CASA DI OLIVA,62100,Corso Cavour 24,Oliva Emiliozzi,MACERATA,MACERATA,,,3337098439,,studioenricoleli@gmail.com,43023,19103,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,LA COCOLLA,62100,'Via dell''Asilo 6',Lais De Paula Fiuza Costa,MACERATA,MACERATA,,,320,2441892; 380,5846470,,laisfiuza@gmail.com,43023,19177,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,LA ROSA BIANCA,62100,Via S. Stefano 17,Annalisa Cirilli,MACERATA,MACERATA,,,3474962570,,annalisacirilli67@gmail.com,43023,18691,,,,,,,
Macerata,MACERATA,TURISMO RURALE,Attività ricettive rurali,LE CASE,62100,"contrada mozzavinci 16, 17",'MARCELLO GIOSUE''',MACERATA,MACERATA,0733 231897,0733 268911,,www.countryhouselecase.it,ristorantelecase@tin.it,43023,12056,13391,43.2965,,,,,
Macerata,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,LUCANGELI VIRGILIO,62100,Via Ventura 129,VIRGILIO LUCANGELI,MACERATA,MACERATA,733270072,733270072,,,virgiliolucangeli@libero.it,43023,1582,13.5183,43.2974,,,,,
Macerata,MACERATA,OSTELLI PER LA GIOVENTU’,Ostelli,OSTELLO ASILO RICCI,62100,'via dell'' Asilo 36',GIUSEPPE SPERNANZONI,MACERATA,MACERATA,0733 270020,0733 266070,334 5265205,www.meridiana.mc.it,ostelloasiloricci@meridiana.mc.it,43023,5407,13.4566,43.3,,,,,
Macerata,MACERATA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE MADISON VILLAGE,62100,via giovanni verga 39,MICHELA MANDOZZI,MACERATA,MACERATA,733,1830142,0733.33887,333,5908801,www.madisonvillage.it,info@madisonvillage.it,43023,14411,13.4285,43287,,,
Macerata,MACERATA,TURISMO RURALE,Attività ricettive rurali,'VILLA BIANCA CICCOLINI RESIDENZA D''EPOCA',62100,c.da Isola 25,DAVID FORCONI,MACERATA,Madonna del Monte,0733 262128,,333 8974474,www.forconipartners.it,david.forconi85@libero.it,43023,16182,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,B&B  BELOHORIZONTE,62100,via 2 Agosto 1980 8,ANNA MARIA SIMONELLI,MACERATA,,,0733 238383,,,info@residencebelohorizonte.com,43023,17322,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,B&B HELVIA RECINA,62100,via dei Velini 139,ANGELA BIONDI,MACERATA,,,,333 3382255,,angela-biondi@alice.it,43023,17829,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,B&B IRIS,62100,via Filelfo 11,MARCO SADORI,MACERATA,,,,328 2770147,irisbandb.wix.com,irisbandb@gmail.com,43023,17596,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,B&B LA CASA DI ASSUNTA,62100,via Pancalducci 42,CLARA BONFIGLI,MACERATA,,0733 240206,,349 2951413,,lacasadiassunta@virgilio.it,43023,16778,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,B&B LA CICALA,62100,via L. Cicalà 23,ANDREA MIGLIORELLI,MACERATA,,733471429,,392 7270814,www.bed-and-breakfast-macerata.it,migliorelli.andrea@yahoo.it,43023,16564,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,B&B ZAMPOLINI SIMONA,62100,contrada Corneto 30,SIMONA ZAMPOLINI,MACERATA,,,,3342125134,,zampolsim@alice.it,43023,17009,,,,,,,
Macerata,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,BAJOCCO MARCO E MONIA S.s.,62100,C.DA FONTE S.GIULIANO 29,MARCO BAJOCCO,MACERATA,,733270382,,,,,43023,13692,,,,,,,
Macerata,MACERATA,BED & BREAKFAST,BedBreakfast,VILLA BELO HORIZONTE,62100,via Rocco Chinnici 18,SILVIA PALAZZOLO,MACERATA,,0733 231069,0733 231069,347 8820000,,info@villabelohorizonte.com,43023,17323,,,,,,,
Macerata Feltria,PESARO E URBINO,OSTELLI PER LA GIOVENTU’,Ostelli,OSTELLO GRASSANO,61023,frazione Castellina 1,LORENZO FLENGHI,MACERATA FELTRIA,loc. Grassano,3381403896,,3386056794,www.tuttipertuttiaps.com,tuttipertuttips@libero.it,41023,16894,12476,43819,,,,,
Macerata Feltria,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO LA CISTERNA,61023,frazione santa lucia 12,STEFANIA FRACCAROLI,MACERATA FELTRIA,MACERATA FELTRIA,3358335976,,3358335976,www.lacisterna.net,info@lacisterna.net,41023,15059,12.4359,43.7874,,,,,
Macerata Feltria,PESARO E URBINO,ALBERGHI,Alberghi 4 stelle,HOTEL TERME ALESSANDRA GONZAGA CENTRO BENESSERE SPA,61023,circonvallazione 7,ROBERTO CORBUCCI,MACERATA FELTRIA,MACERATA FELTRIA,722,73142,722,73246,,www.hoteltermealessandragonzaga.it,info@hoteltermealessandragonzaga.it,41023,17892,12436,43.8035,,,
Macerata Feltria,PESARO E URBINO,ALBERGHI,Alberghi 3 stelle,PITINUM,61023,via giacomo matteotti 16,PAOLO PIETRO BELLACHIOMA,MACERATA FELTRIA,MACERATA FELTRIA,72274496,722729056,3286871762,www.pitinum.com,info@pitinum.com,41023,11749,12436,43.8035,,,,,
Macerata Feltria,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,'B&B CA'' RICCIO DELLA FAGGIOLA',61023,Cà Riccio 14,DOMENICO GIOVAGNOLI,MACERATA FELTRIA,SAN TEODORO,72259386,,3284672816; 3347850407,www.caricciodellafaggiola.it,info@caricciodellafaggiola.it,41023,16791,,,,,,,
Macerata Feltria,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO LA FAGGIOLA,61023,CASINO FAGGIOLA 3,FLAVIO PACI,MACERATA FELTRIA,SAN TEODORO,0722 728074,,3924474754,,lafaggiola@gmail.com,41023,16032,,,,,,,
Macerata Feltria,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B LE LOGGE,61023,via Angelo Battelli 28,CRISTINA SPERINDIO,MACERATA FELTRIA,,72274742,,,,cris.sper@alice.it,41023,16844,,,,,,,
Macerata Feltria,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,LE BLANC MATOU,61023,via Pieve Cà Marchetto 15,TIZIANA TONI,MACERATA FELTRIA,,3471116403,,347 1116403,www.leblancmatou.it,soffiaostro@yahoo.it,41023,16699,,,,,,,
Macerata Feltria,PESARO E URBINO,ALLOGGI IN AFFITTO,Affittacamere,MULINO DELLE MONACHE SRL,61023,via Mulino delle Marche 1,VITTORIO EDOARDO CENSINI,MACERATA FELTRIA,,010 5745301,010 590996,339 7240663,,studiogragnani@studiogragnani.it,41023,17084,,,,,,,
Magliano di Tenna,FERMO,BED & BREAKFAST,BedBreakfast,LU GRILLO HOLIDAY,63020,Via Poggio San Gaetano 19,Barbara Paola Vita,MAGLIANO DI TENNA,MAGLIANO DI TENNA,734,632368,,347,2977730,lugrilloholiday.altervista.org,barbaravita@hotmail.com,109010,19190,,,,,
Magliano di Tenna,FERMO,BED & BREAKFAST,BedBreakfast,B&B AGRICOLA LE GRAZIE,63020,via della Libertà 20,ANNA MARIA IGNAZI,MAGLIANO DI TENNA,,734277347,,3926252992,,agricolalegrazie@gmail.com,109010,17349,,,,,,,
Maiolati Spontini,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,'L''ULIVO',60030,via tufi 14,ZAHRA SHIRMALI FOROUSH,MAIOLATI SPONTINI,MAIOLATI SPONTINI,,731814479,3296138759,www.agriturismolulivo.com,info@agriturismolulivo.com,42023,14952,13.1097,43.4799,,,,,
Maiolati Spontini,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,AL VECCHIO ROTONE,60030,via della Chiusa 3,BEATRICE MOSCONI,MAIOLATI SPONTINI,MAIOLATI SPONTINI,0731 701153,,366 6423741,www.alvecchiorotone.it,info@alvecchiorotone.it,42023,15216,13.1313,43.4974,,,,,
Maiolati Spontini,ANCONA,ALBERGHI,Alberghi 2 stelle,CASA PAOLO VI,60030,via dei Castelli 7,GIANCARLO SABBATINI,MAIOLATI SPONTINI,MAIOLATI SPONTINI,731703170,731703586,,,,42023,12028,13.1222,43.4755,,,,,
Maiolati Spontini,ANCONA,ALBERGHI,Alberghi 3 stelle,HOTEL LA TORRE,60030,via montecarottese 4,Effe SRL,MAIOLATI SPONTINI,MAIOLATI SPONTINI,731704872,731704872,3402729396,www.hotelristorantelatorre.com,info@hotelristorantelatorre.com,42023,11526,13.1502,43.5067,,,,,
Maiolati Spontini,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,IL MELOGRANO,60030,via vallati 21,PASQUALE GRIGUOLI,MAIOLATI SPONTINI,MAIOLATI SPONTINI,731701457,731701457,3403843803,www.ilmelograno.de,information@ilmelograno.de,42023,13645,13.1007,43.4862,,,,,
Maiolati Spontini,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,LA NICCHIA ECOLOGICA,60030,via roncone 11,SERGIO CARRABBA,MAIOLATI SPONTINI,MAIOLATI SPONTINI,731702078,731702078,3342151664,www.lanicchiaecologica.it,la_nicchia_ecologica@libero.it,42023,1518,13.1066,43.4881,,,,,
Maiolati Spontini,ANCONA,ALBERGHI,Alberghi 1 stella,SPONTINI,60030,via Gaspare Spontini 33,ANTONELLA MERIGGI,MAIOLATI SPONTINI,MAIOLATI SPONTINI,731701514,731778167,,,,42023,11933,13.1172,43.4762,,,,,
Maiolati Spontini,ANCONA,BED & BREAKFAST,BedBreakfast,B&B IL QUADRIFOGLIO LA SIESTA,60030,via Risorgimento 167,DIMITRI ORLETTI,MAIOLATI SPONTINI,,731700356,,3291154066,marco.pigliapoco@confartigianato.an.it,info@lasiestamoie.it,42023,16843,,,,,,,
Maiolati Spontini,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA MOJA,60030,via Trieste 15,MIRELLA GALEAZZI,MAIOLATI SPONTINI,,0731 701567,,,,carlinoferri@libero.it,42023,17103,,,,,,,
Maiolati Spontini,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA NICCHIA DI MERCATO,60030,via Gaspare Spontini 7,VALERIA CERIONI,MAIOLATI SPONTINI,,,,3346881711,www.beb.lanicchiadimercato.com,,lanicchiadimercato@gmail.com,42023,16717,,,,,,
Maiolati Spontini,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,LA COLLINA DEGLI OLIVI,60030,via Santa Liberata 41,CRISTINA CERIONI,MAIOLATI SPONTINI,,0731 702815,0731 702815,320 6940497,www.lacollinadegliolivi.eu,info@lacollinadegliolivi.eu,42023,16385,,,,,,,
Maltignano,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,'B&B L''ANTICO E LA QUERCIA',63040,via colle Cervinara 8,EMIDIO PALAZZINI,MALTIGNANO,MALTIGNANO,3337330875,,3337330875,www.bbdormire.com; www.lanticoelaquercia.it,emidiolegno@libero.it,44027,15689,13.6832,42.8254,,,,,
Maltignano,ASCOLI PICENO,ALBERGHI,Alberghi 3 stelle,HOTEL RISTORANTE VILLA FANINI,63040,via G. Sacconi 52,,MALTIGNANO,MALTIGNANO,0736 304545,0736 324019,,,info@villafanini.it,44027,12556,13696,42.8324,,,,,
Massa Fermana,FERMO,BED & BREAKFAST,BedBreakfast,B&B LA CASA DEL VIAGGIATORE DI BELOTTI FRANCESCA,63020,contrada san lorenzo 1,FRANCESCA BELOTTI,MASSA FERMANA,MASSA FERMANA,0734 761378,,,,info@lacasadelviaggiatorebb.com,109011,15770,13.4806,43.1511,,,,,
Massignano,ASCOLI PICENO,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,'RESIDENCE L''AGAVE',63010,c.da Fonte Trufo 12,LOREDANA ILES,MASSIGNANO,loc.Massignano,0735 72348,0735 72348,329 5736872 iles,,info@agave-residence.it,44029,17567,13.7931,43.0557,,,,,
Massignano,ASCOLI PICENO,ALBERGHI,Alberghi 3 stelle,IL CONTADINO,63010,via Montecantino 66,'FRANCO SCAFA''',MASSIGNANO,MARINA DI MASSIGNANO,735777250,735778426,,www.hotelilcontadino.it,ristcontadino@libero.it,44029,10978,,,,,,,
Massignano,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LOTTO N.2,63010,,MARZIANO AMBRUOSI,MASSIGNANO,MARINA DI MASSIGNANO,73572483,73572504,,,,44029,13587,,,,,,,
Massignano,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LOTTO N.3,63010,,MARZIANO AMBRUOSI,MASSIGNANO,MARINA DI MASSIGNANO,73572483,73572504,,,,44029,13589,,,,,,,
Massignano,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LOTTO N.4,63010,,MARZIANO AMBRUOSI,MASSIGNANO,MARINA DI MASSIGNANO,733709585,73572504,,,,44029,13588,,,,,,,
Massignano,ASCOLI PICENO,ALBERGHI,Alberghi 3 stelle,RIVAMARE,63010,via Montecatino - Statale 16 Adriatica km 373 59,ELIO BASILI,MASSIGNANO,MARINA DI MASSIGNANO,735777211,735778015,,www.rivamare.it,hotel@rivamare.it - info@rivamare.it,44029,10979,,,,,,,
Massignano,ASCOLI PICENO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO COLLELAGO,63010,contrada Montecantino 3,CHRISTIAN CASTELLANO,MASSIGNANO,MASSIGNANO,0734 065382,,347 5214355,www.collelago.it,info@collelago.it,44029,16572,,,,,,,
Massignano,ASCOLI PICENO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO OASI,63010,contrada san pietro 3,ADRIANA DALBONI,MASSIGNANO,MASSIGNANO,73572261,,3332251643,www.oasi.weebly.it,adriana.dalboni@alice.it,44029,14545,13.7933,43.0483,,,,,
Massignano,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,B&B IL MELOGRANO,63010,contrada fonte trufo 13,TOMASO OCHRYMOWICZ,MASSIGNANO,MASSIGNANO,0735 72371,0735 72371,3337837837,www.ilmelogranobb.it,atochry@gmail.com,44029,13922,13.7881,43.0543,,,,,
Massignano,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,B&B NORMA,63010,contrada piana santi 89,ALESSANDRO MARCHETTI,MASSIGNANO,MASSIGNANO,735778485,,3336333800,,norma.steca@alice.it,44029,14195,13.8282,43.0364,,,,,
Massignano,ASCOLI PICENO,TURISMO RURALE,Country House,CASA DI GINO,63010,contrada san pietro 101,FRANCESCO ACCIARRI,MASSIGNANO,MASSIGNANO,735777602,,3355912568,www.casadigino.it,info@casadigino.it,44029,14546,13.8357,43.0429,,,,,
Massignano,ASCOLI PICENO,TURISMO RURALE,Country House,COUNTRY HOUSE CHIARALUCE,63010,contrada fonte trufo 34,ROBERTA LAZZARINI,MASSIGNANO,MASSIGNANO,73572376,73572376,3283044592,www.countryhouseonline.it,info@countryhouseonline.it,44029,12191,13.8004,43.0598,,,,,
Massignano,ASCOLI PICENO,VILLAGGI TURISTICI,Villaggi Turistici 3 stelle,COUNTRY HOUSE IL GIRASOLE,63010,Contrada S. Pietro 38,FRANCESCO VITANGELI,MASSIGNANO,MASSIGNANO,73572192,,3388805975,,countryhouseilgirasole@gmail.com,44029,18746,,,,,,,
Massignano,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,IL CONTADINO,63010,via Montecatino 72 72,FRANCO SCAFA,MASSIGNANO,MASSIGNANO,735777250,735778426,,ristcontadino@libero.it,www.hotelilcontadino.it,44029,13043,,,,,,,
Massignano,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,IL GIARDINO AROMATICO,63010,Via Piane Santi 75,Paolo Lamolinara,MASSIGNANO,MASSIGNANO,,,3355313026,,lampa611@gmail.com,44029,18770,,,,,,,
Massignano,ASCOLI PICENO,TURISMO RURALE,Country House,LA SORGENTE,63010,contrada marezi 16,A,GIORGIA PELLICCIONI,MASSIGNANO,MASSIGNANO,73572236,,3894464090 - 380 331 3121 chef gestore,www.lasorgente-massignano.it,giorgia.pelliccioni@yahoo.it,44029,13661,13.7958,43.0531,,,,
Massignano,ASCOLI PICENO,ALBERGHI,Alberghi 2 stelle,LE PALME,63010,contrada San Pietro 61,GABRIELE  CRESCENZI,MASSIGNANO,MASSIGNANO,73572373,73572373,,,hotel.lepalme@libero.it,44029,14148,13.7894,43.0438,,,,,
Massignano,ASCOLI PICENO,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE AZZURRO,63010,c.da Montecantino 83,CHANTAL DE ANGELIS,MASSIGNANO,MASSIGNANO,735587058,735587034,3356737566,www.residenceclubazzurro.it,info@residenceclubazzurro.it,44029,4401,,,,,,,
Massignano,ASCOLI PICENO,ALBERGHI,Alberghi 3 stelle,VILLA ANIANA,63010,contrada san pietro 23,FRANCESCO SCIPIONE,MASSIGNANO,MASSIGNANO,073572417; 0735 72183,73572183,,www.hotelvillaniana.it,info@hotelvillaniana.it,44029,10980,13.7894,43.0438,,,,,
Massignano,ASCOLI PICENO,ALLOGGI AGRITURISTICI,Agriturismi,'AGRITURISMO BONU'' GABRIELE',63010,contrada Santa Giuliana 12,a,GABRIELE BONU,MASSIGNANO,,,,320 1145624; 348 5822083,,bonugabriele@hotmail.it,44029,16451,,,,,,
Massignano,ASCOLI PICENO,ALLOGGI AGRITURISTICI,Agriturismi,'AGRITURISMO DA FIORO'' LA COLLINA DEI SAPORI',63010,C,da S. Pietro 36,ROBERTO FIORONI,MASSIGNANO,,0735 72375,0735 72114,333 8593949,,agriturismo.fioro@alice.it,44029,14034,,,,,,
Massignano,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,B&B LA CASA DI CLELIA,63010,VIA MONTEBELLO 10,HELENIA ROCCHETTI,MASSIGNANO,,,,3895119208,,dimoraclelia@gmail.com,44029,18321,,,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,IL COLLE DEL SOLE,62024,,ALDO LORENZOTTI,MATELICA,colle Tenuto,737787989,737787989,3355399464,www.ilcolledelsole.it,info@ilcolledelsole.it,43024,13924,,,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,CAVALIERE ERRANTE,62024,via Labbrano 125,FRANCESCO ILARI,MATELICA,LABBRANO,,,,,francesco2683@gmail.com,43024,13926,,,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,AZIENDA AGRITURISTICA CASA RASTIA,62024,vocabolo rastia 1,ANNA SANTINI,MATELICA,MATELICA,3298555504,,3298555504,www.casarastia.it,info@casarastia.it,43024,13925,13026,43.2966,,,,,
Matelica,MACERATA,BED & BREAKFAST,BedBreakfast,B&B CAMERE DA BRUNA,62024,via Enrico Berlinguer 18,BRUNA CAMPETELLI,MATELICA,MATELICA,737787643,,3393952861,www.cameredabruna.com,info@cameredabruna.com,43024,15440,13.0089,43.2567,,,,,
Matelica,MACERATA,BED & BREAKFAST,BedBreakfast,B&B IL FIENILE,62024,'vocabolo Colle Sant'' Antonio 150',MONIQUE BLONDEL,MATELICA,MATELICA,,,3358374047,www.il-fienile.it,mbblondel@gmail.com,43024,211,13039,43.2278,,,,,
Matelica,MACERATA,BED & BREAKFAST,BedBreakfast,B&B TOSCANO RINALDO ANTONIO,62024,vocabolo Serre Alte 1,RINALDO ANTONIO TOSCANO,MATELICA,MATELICA,73783306,,,,toscano.cinzia@gmail.com,43024,13481,12.9998,43.2561,,,,,
Matelica,MACERATA,TURISMO RURALE,Country House,COUNTRY HOUSE SALOMONE,62024,vocabolo Salomone 437,PIERLUIGI PIERANTONI,MATELICA,MATELICA,3203530590,,3392357888,www.salomone-matelica.it,info@salomone-matelica.it,43024,14432,13.0015,43.2958,,,,,
Matelica,MACERATA,ALBERGHI,Alberghi 3 stelle,HOTEL DELLA LOGGIA,62024,via santa maria 3,LAURA BORGOGNONI,MATELICA,MATELICA,73785830,737787239,,www.hoteldellaloggia.it,info@hoteldellaloggia.it,43024,11861,13.0086,43257,,,,,
Matelica,MACERATA,ALBERGHI,Alberghi 3 stelle,HOTEL FIORITI - ALBERGO RISTORANTE,62024,piazza Giuseppe Garibaldi 12,ANGELO FIORITI,MATELICA,MATELICA,73785350,,3358369596,,,43024,15435,13.0084,43.2547,,,,,
Matelica,MACERATA,ALBERGHI,Alberghi 3 stelle,HOTEL MASSI,62024,via Aristide Merloni 8,GIANNAMARIA PALLUCCA,MATELICA,MATELICA,73785470,73786072,,,,43024,11862,13.0046,43274,,,,,
Matelica,MACERATA,ALBERGHI,Alberghi 3 stelle,VECCHIA PORTA,62024,via Circonvallazione 105,,MATELICA,MATELICA,0737.86686,0737.782686,339.3161568,www.vecchiaporta.it,info@vecchiaporta.it,43024,14433,13.0066,43.2603,,,,,
Matelica,MACERATA,TURISMO RURALE,Country House,VILLA COLLEPERE,62024,vocabolo collepere 1,MARILENA GAGLIARDI,MATELICA,MATELICA,737783592,,3393859243,www.villacollepere.it,info@villacollepere.it,43024,13504,13.0229,43.2373,,,,,
Matelica,MACERATA,TURISMO RURALE,Country House,LA CASA DEI FIORI,62024,località Serra delle Piane 123,CHIARA GRIFONI,MATELICA,SERRA DELLE PIANE,3478429103,,3478429103,www.lacasadeifiori.eu,info@lacasadeifiori.eu,43024,13438,,,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,WINE & WELLNESS,62024,loc. Colpaola 1,FRANCESCO PORCARELLI,MATELICA,vocabolo Braccano,,,,,,43024,15581,13.0468,43.2689,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,CASA GRIMALDI,62024,loc. Vocabolo Grimaldi  20,IVES R.G. VAN COUWENBERGHE,MATELICA,Vocabolo Grimaldi,737786299,737786299,3336746493,www.casagrimaldi.it,casagrimaldimatelica@gmail.com,43024,17924,,,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO SAN BIAGIO,62024,via Vocabolo Pescheria 24,PIETRO VALERIANI,MATELICA,,,,338 8557887; 392 4848648,,valerpietro@libero.it,43024,16694,,,,,,,
Matelica,MACERATA,BED & BREAKFAST,BedBreakfast,B&B I TRE CILIEGI,62024,vocabolo Felette Basse 571,'SALVATORE D''AMELIO',MATELICA,,0737 84518,,,,,43024,17828,,,,,,,
Matelica,MACERATA,BED & BREAKFAST,BedBreakfast,B&B LA MADONNINA DEI PANTANI,62024,via Madonna dei Pantani 1 bis,GIOVANNA MANCINELLI,MATELICA,,,,338 2372210,,lamadonninadeipantani@gmail.com,43024,17127,,,,,,,
Matelica,MACERATA,BED & BREAKFAST,BedBreakfast,B&B LARA GAGGINI,62024,via Vocabolo Serre Alte 308,LARA GAGGINI,MATELICA,,73785645,,333 7180952,www.serre-alte.com,lara.gaggini@alice.it,43024,16544,,,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,CASA DEIMAR,62024,vocabolo Cecca 248,AURELIO MARINI,MATELICA,,3357265070,,3357265070 - 3382110151,www.casadeimar.it,info@casadeimar.it,43024,18331,,,,,,,
Matelica,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,DA FOSCHETTA,62024,c.da Acquaviva 569,LORENZO MONTESI,MATELICA,,,,340 3565672,,agriturismo.dafoschetta@gmail.com,43024,17177,,,,,,,
Matelica,MACERATA,ALLOGGI IN AFFITTO,Affittacamere,RESIDENZA LA QUIETE,62024,via Umberto I 41,MARCO SCHIANO LOMORIELLO,MATELICA,,,,347 6928708; 340 3002519,,mario.schiano@beniculturali.it,43024,16014,,,,,,,
Matelica,MACERATA,CASE PER FERIE,Case per Ferie,RESIDENZA SAN FRANCESCO,62024,via San  Francesco snc,ERSU Camerino,MATELICA,,0737 492515,,,,servizi@ersucam.it,43024,15919,,,,,,,
Mercatello sul Metauro,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,'AGRITURISMO CA'' BETANIA',61036,via Cà Betania 34,ALBERT STEENBERGEN,MERCATELLO SUL METAURO,Betania,,,3892144278,www.cabetania.nl,steenbergenb@hotmail.com,41025,17830,,,,,,,
Mercatello sul Metauro,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,'CA'' FRANCESCHINO - THE GREEN HOUSE',61036,,VERONICA BENEDETTI,MERCATELLO SUL METAURO,loc. Cà Franceschino,,,3388704791; 3203507755,www.cafranceschino.it,cafranceschino@yahoo.it,41025,16458,,,,,,,
Mercatello sul Metauro,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,IL CASALE DEL BARONE,61036,loc. Cà Franceschino 5,a,CLAUDIA DONATI,MERCATELLO SUL METAURO,loc. Cà Franceschino,0722 893 28,,333 843 9992,www.agriturismobiomarche.it,info@agriturismobiomarche.it,41025,17073,,,,,,
Mercatello sul Metauro,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,'AGRITURISMO CA'' MONTIONI',61036,'via Ca'' Lillina 23',MARCO BALDUCCI,MERCATELLO SUL METAURO,loc. Guinza,72289706,72289706,3479405401,www.camontioni.it,agriturcamontioni@gmail.com,41025,14164,12.3319,43.6441,,,,,
Mercatello sul Metauro,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,CALBERTONE,61036,via Beata Margherita della Metola 1,MARCO PIANELLI,MERCATELLO SUL METAURO,loc. Metola,0721 749147,,338 4478611,www.calbertone.it,infocalbertone@gmail.com,41025,15324,12.3353,43.6487,,,,,
Mercatello sul Metauro,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,LE VOCI DEL SILENZIO,61036,,MARIO BENEDETTI,MERCATELLO SUL METAURO,loc.Cal Bianchino,72289328,,,,levocidelsilenzio@libero.it,41025,1666,,,,,,,
Mercatello sul Metauro,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,LE CASELLE,61036,'localita'' Caselle 1',CARLA BRUNELLA,MERCATELLO SUL METAURO,loc.Caselle di Metola,722818362,,,,cabaronco@libero.it,41025,1667,12.3784,43.6287,,,,,
